customer_id,Transaction_count,number_of_purchase_in_weekend,number_of_purchase_in_weekday,most_common_city,diff_city,count_of_city,most_used_discount_code,Unique_Payment_Methods,Most_used_payment_method,First_order_date,Last_order_date,total_shipping_cost,total_discount,count_of_discounted_transactions,Gross_revenue,Net_revenue,AOV_per_customer,Net_revenue_excluding_shipping,Avg_Discount_per_Transaction,discounted_transaction_pct,recency_days,Customer_Lifespan_in_days,Avg_days_between_transaction,Customer_lifespan_in_months,Avg_transactions_per_month,plan_id,plan_start_date,plan_payment_timestamp,plan_payment_method,plan_name,plan_term,plan_price,status,expiry_date,churn_flag
CUST_00842,7,1,6,Brittanymouth,1,7,CODE_COLD,3,Credit Card,2024-03-07 07:22:47.391,2025-05-20 19:00:39.451,126.22,1478.56,6,11598.77,10246.43,1463.78,10120.21,211.22,85.71,10,449,64,15,0,PLAN_B,2024-09-29,2025-02-21 14:24:20.582,PayPal,Premium Subscription,Annual,119.99,Active,2025-09-29,0
CUST_00843,3,0,3,East Robertside,1,3,CODE_HIM,2,PayPal,2024-12-30 00:05:00.000,2024-12-30 00:08:00.000,46.16,454.1,2,6129.09,5721.150000000001,1907.05,5674.990000000001,151.37,66.67,151,151,50,5,1,PLAN_A,2024-06-03,2024-09-22 01:31:55.421,PayPal,Standard Subscription,Monthly,12.99,Active,2024-07-03,1
CUST_00844,5,0,5,East Robertside,1,5,CODE_CASE,3,PayPal,2024-02-29 03:34:04.701,2025-02-20 20:16:41.387,73.58,272.67,2,10388.93,10189.84,2037.97,10116.26,54.53,40.0,99,456,91,15,0,PLAN_A,2024-01-02,2025-04-25 23:18:07.041,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-02-02,1
CUST_00845,2,1,1,North Marychester,0,1,CODE_BALL,2,Credit Card,2024-06-25 00:05:00.000,2025-02-09 08:35:01.236,27.94,264.62,1,6471.01,6234.33,3117.16,6206.39,132.31,50.0,110,339,170,11,0,PLAN_A,2024-01-13,2024-08-28 23:23:22.236,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-02-13,1
CUST_00846,3,1,2,Alecchester,1,3,CODE_CASE,2,Credit Card,2024-11-15 00:04:00.000,2024-12-07 22:49:00.006,62.61,277.95,2,4326.55,4111.21,1370.4,4048.6,92.65,66.67,174,196,65,7,0,PLAN_B,2025-05-22,2024-08-25 17:24:40.532,Credit Card,Premium Subscription,Annual,119.99,Active,2026-05-22,0
CUST_00847,4,0,4,Katelynport,1,4,CODE_CASE,3,PayPal,2024-04-05 00:06:00.000,2024-09-10 14:10:12.990,55.02,382.04,3,5324.030000000001,4997.01,1249.25,4941.99,95.51,75.0,262,420,105,14,0,PLAN_B,2024-06-26,2025-04-16 01:37:18.512,Credit Card,Premium Subscription,Annual,119.99,Active,2025-06-26,0
CUST_00848,4,1,3,Schaeferview,1,3,CODE_THOSE,3,PayPal,2024-08-22 00:02:00.000,2024-12-01 20:57:31.793,68.53999999999999,478.51,1,8336.39,7926.42,1981.6,7857.88,119.63,25.0,180,281,70,9,0,PLAN_A,2025-04-02,2025-02-28 20:13:54.066,PayPal,Standard Subscription,Monthly,12.99,Active,2025-05-02,1
CUST_00849,6,6,0,West Jennifer,1,5,CODE_OUTSIDE,2,Credit Card,2025-05-11 00:01:00.000,2025-05-11 00:09:00.000,98.56,1914.56,6,13698.67,11882.67,1980.44,11784.11,319.09,100.0,19,19,3,1,6,PLAN_B,2024-12-20,2025-02-23 22:06:12.673,PayPal,Premium Subscription,Annual,119.99,Active,2025-12-20,0
CUST_00850,7,0,7,Lake Cheryl,1,5,CODE_DECADE,3,Debit Card,2025-03-17 00:03:00.000,2025-03-17 00:09:00.000,129.94,877.1800000000001,4,7895.59,7148.35,1021.19,7018.410000000001,125.31,57.14,74,74,11,2,4,PLAN_B,2025-03-26,2024-02-08 03:54:56.926,Credit Card,Premium Subscription,Annual,119.99,Active,2026-03-26,0
CUST_00851,8,6,2,Katelynport,1,7,CODE_DECADE,3,Debit Card,2024-10-19 00:04:00.000,2025-04-29 01:35:40.160,137.44,898.3,6,11957.7,11196.84,1399.6,11059.4,112.29,75.0,31,223,28,7,1,PLAN_A,2025-05-07,2025-04-28 14:32:58.481,Credit Card,Standard Subscription,Monthly,12.99,Active,2025-06-07,0
CUST_00852,4,1,3,West Donald,1,3,CODE_AVOID,3,Debit Card,2024-03-30 00:02:00.000,2025-05-09 02:58:21.302,58.57,102.82,2,3514.36,3470.11,867.53,3411.5399999999995,25.7,50.0,21,426,106,14,0,PLAN_A,2024-07-24,2025-03-15 02:52:30.609,PayPal,Standard Subscription,Monthly,12.99,Active,2024-08-24,1
CUST_00853,2,1,1,Lake Diana,1,2,,1,Debit Card,2024-07-13 22:08:21.381,2024-10-24 17:57:58.334,27.09,0.0,0,2532.55,2559.6400000000003,1279.82,2532.55,0.0,0.0,218,321,160,11,0,PLAN_B,2024-09-14,2025-01-04 21:15:14.677,PayPal,Premium Subscription,Annual,119.99,Active,2025-09-14,0
CUST_00854,4,0,4,East Robertside,1,4,CODE_BALL,3,Debit Card,2024-06-26 00:02:00.000,2025-04-09 18:46:31.433,54.59,377.84,4,4267.51,3944.26,986.06,3889.67,94.46,100.0,51,338,84,11,0,PLAN_B,2024-06-09,2024-12-29 22:59:27.112,PayPal,Premium Subscription,Annual,119.99,Active,2025-06-09,0
CUST_00855,3,2,1,Hendersonville,1,3,CODE_BALL,2,Debit Card,2024-07-20 00:07:00.000,2025-01-12 16:56:18.115,51.36,835.41,2,9410.94,8626.89,2875.63,8575.529999999999,278.47,66.67,138,314,105,10,0,PLAN_A,2024-03-14,2024-08-03 04:57:27.479,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-04-14,1
CUST_00856,2,0,2,Erinchester,0,1,,2,Credit Card,2025-02-04 00:04:18.032,2025-02-04 00:20:00.748,17.61,0.0,0,8920.74,8938.35,4469.18,8920.74,0.0,0.0,115,115,58,4,0,PLAN_B,2024-02-22,2025-03-26 11:59:38.152,Credit Card,Premium Subscription,Annual,119.99,Active,2025-02-22,1
CUST_00857,4,0,4,Lake Michaelchester,1,3,CODE_NEWSPAPER,2,Credit Card,2024-05-01 07:35:07.229,2024-12-24 10:34:26.256,50.6,523.61,3,9544.19,9071.18,2267.8,9020.58,130.9,75.0,157,394,98,13,0,PLAN_B,2024-06-06,2025-01-06 18:24:15.466,Credit Card,Premium Subscription,Annual,119.99,Active,2025-06-06,0
CUST_00858,5,5,0,Onealland,1,4,CODE_OUTSIDE,3,PayPal,2025-05-25 00:02:00.000,2025-05-25 00:04:00.000,55.4,1023.37,4,8981.27,8013.3,1602.66,7957.900000000001,204.67,80.0,5,5,1,0,5,PLAN_B,2024-07-05,2025-05-22 00:34:15.936,Credit Card,Premium Subscription,Annual,119.99,Active,2025-07-05,0
CUST_00859,4,1,3,Hendersonville,1,3,CODE_AVOID,2,Debit Card,2024-10-03 00:07:00.000,2025-04-28 19:58:50.734,83.32,408.86,2,10571.2,10245.66,2561.42,10162.34,102.22,50.0,32,239,60,8,0,PLAN_B,2024-11-01,2025-01-14 03:14:18.081,PayPal,Premium Subscription,Annual,119.99,Active,2025-11-01,0
CUST_00860,4,2,2,Melissaland,1,3,CODE_MODEL,2,Credit Card,2024-07-27 22:06:10.374,2025-02-16 08:53:27.162,54.96,203.91,3,2129.76,1980.81,495.2,1925.85,50.98,75.0,103,307,77,10,0,PLAN_A,2025-03-01,2025-01-31 15:37:24.308,Credit Card,Standard Subscription,Monthly,12.99,Active,2025-04-01,1
CUST_00861,8,0,8,Brittanymouth,1,8,CODE_DECADE,3,Debit Card,2024-05-31 00:03:00.000,2025-01-14 01:38:13.398,101.84,1958.83,5,18152.57,16295.580000000002,2036.95,16193.740000000002,244.85,62.5,136,364,46,12,1,PLAN_A,2024-11-17,2025-04-05 15:36:49.457,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-12-17,1
CUST_00862,11,0,11,Port Traceytown,1,10,CODE_AVOID,3,Credit Card,2024-11-29 00:02:00.000,2025-05-22 18:08:02.883,161.72,2018.81,9,14639.83,12782.74,1162.07,12621.02,183.53,81.82,8,182,17,6,2,PLAN_B,2024-08-27,2024-01-25 23:02:57.046,PayPal,Premium Subscription,Annual,119.99,Active,2025-08-27,0
CUST_00863,5,0,5,Belindaport,1,5,CODE_CASE,3,Credit Card,2025-04-18 00:01:00.000,2025-04-29 13:16:14.871,75.27,625.54,4,13627.35,13077.08,2615.42,13001.81,125.11,80.0,31,42,8,1,5,PLAN_A,2025-05-15,2024-06-01 23:21:17.564,PayPal,Standard Subscription,Monthly,12.99,Active,2025-06-15,0
CUST_00864,7,1,6,Erinchester,1,7,CODE_AVOID,3,Debit Card,2024-04-08 05:16:06.139,2025-05-05 03:39:23.655,81.44,1260.63,5,13898.94,12719.75,1817.11,12638.31,180.09,71.43,25,417,60,14,0,PLAN_B,2024-08-12,2025-02-20 03:17:18.041,Credit Card,Premium Subscription,Annual,119.99,Active,2025-08-12,0
CUST_00865,6,3,3,Lake Michaelchester,1,5,CODE_CASE,2,PayPal,2025-03-23 00:07:00.000,2025-05-28 00:27:53.842,91.17,1726.92,4,15854.82,14219.07,2369.85,14127.9,287.82,66.67,2,68,11,2,3,PLAN_A,2024-08-26,2024-03-24 03:53:56.601,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-09-26,1
CUST_00866,3,3,0,East Jeffrey,1,3,CODE_BALL,3,Credit Card,2024-07-06 00:05:00.000,2025-01-05 06:00:29.808,38.58,2313.83,3,18897.52,16622.27,5540.76,16583.69,771.28,100.0,145,328,109,11,0,PLAN_B,2025-04-13,2024-08-18 01:21:49.976,PayPal,Premium Subscription,Annual,119.99,Active,2026-04-13,0
CUST_00867,4,1,3,Brittanymouth,1,4,CODE_CASE,3,Debit Card,2024-07-21 00:08:00.000,2025-02-24 05:59:28.405,78.2,333.56,3,4699.59,4444.2300000000005,1111.06,4366.030000000001,83.39,75.0,95,313,78,10,0,PLAN_B,2025-04-05,2024-07-15 12:15:41.910,PayPal,Premium Subscription,Annual,119.99,Active,2026-04-05,0
CUST_00868,4,1,3,Belindaport,1,4,CODE_FLOOR,2,Credit Card,2024-10-11 00:01:00.000,2025-03-13 18:15:53.662,77.69,826.7099999999999,2,15352.97,14603.95,3650.99,14526.259999999998,206.68,50.0,78,231,58,8,0,PLAN_B,2024-08-27,2025-01-12 18:08:28.431,Credit Card,Premium Subscription,Annual,119.99,Active,2025-08-27,0
CUST_00869,7,3,4,Lake Emilyland,1,7,CODE_BALL,2,Credit Card,2024-04-22 12:26:43.536,2024-11-23 07:13:46.840,96.01,1243.01,5,12708.99,11561.99,1651.71,11465.98,177.57,71.43,188,403,58,13,1,PLAN_A,2024-03-21,2025-02-22 01:26:18.077,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-04-21,1
CUST_00870,4,1,3,East Jeffrey,1,2,CODE_FLOOR,2,Debit Card,2024-10-18 07:18:50.584,2025-03-07 09:33:55.253,67.83,848.8000000000001,2,18579.79,17798.82,4449.7,17730.989999999998,212.2,50.0,84,224,56,7,1,PLAN_A,2025-03-01,2024-06-19 15:51:26.970,Credit Card,Standard Subscription,Monthly,12.99,Active,2025-04-01,1
CUST_00871,7,6,1,Hallville,1,3,CODE_ACTUALLY,3,Credit Card,2024-12-21 00:03:00.000,2025-01-23 02:24:06.925,120.9,1364.59,5,15425.3,14181.61,2025.94,14060.71,194.94,71.43,127,160,23,5,1,PLAN_B,2025-05-03,2024-06-19 18:28:08.146,Credit Card,Premium Subscription,Annual,119.99,Active,2026-05-03,0
CUST_00872,9,7,2,Rojasstad,1,8,CODE_COLD,3,PayPal,2024-12-22 00:02:00.000,2025-05-19 03:52:38.027,159.45,709.93,4,23880.8,23330.32,2592.26,23170.87,78.88,44.44,11,159,18,5,2,PLAN_A,2025-04-18,2024-11-03 01:44:07.066,Credit Card,Standard Subscription,Monthly,12.99,Active,2025-05-18,1
CUST_00873,5,0,5,Brittanymouth,1,5,CODE_CASE,2,PayPal,2025-02-17 00:02:00.000,2025-04-17 12:54:46.926,95.31,828.6700000000001,3,13812.12,13078.76,2615.75,12983.45,165.73,60.0,43,102,20,3,2,PLAN_A,2024-10-05,2024-04-13 14:38:20.746,PayPal,Standard Subscription,Monthly,12.99,Active,2024-11-05,1
CUST_00874,1,0,1,Floresfort,0,1,CODE_AVOID,1,Credit Card,2025-02-14 22:27:39.626,2025-02-14 22:27:39.626,21.04,128.56,1,657.16,549.64,549.64,528.6,128.56,100.0,105,105,0,4,0,PLAN_A,2024-07-19,2024-11-06 14:53:47.894,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-08-19,1
CUST_00875,8,0,8,Robertmouth,1,6,CODE_ACTUALLY,3,PayPal,2024-03-21 00:02:00.000,2025-03-25 03:02:13.181,146.64,1716.0700000000002,5,18488.25,16918.82,2114.85,16772.18,214.51,62.5,66,435,54,14,1,PLAN_A,2024-01-03,2024-02-16 03:20:52.106,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-02-03,1
CUST_00876,5,0,5,New Danielleside,1,5,CODE_BALL,3,Debit Card,2025-04-25 00:02:00.000,2025-04-25 00:09:00.000,90.18,142.6,2,5600.31,5547.89,1109.58,5457.71,28.52,40.0,35,35,7,1,5,PLAN_B,2025-03-18,2024-11-28 10:07:34.624,Credit Card,Premium Subscription,Annual,119.99,Active,2026-03-18,0
CUST_00877,7,0,7,East Carolynborough,1,5,CODE_AVOID,3,Debit Card,2024-11-22 00:04:00.000,2025-04-29 03:25:07.013,89.04,748.17,3,15173.08,14513.95,2073.42,14424.91,106.88,42.86,31,189,27,6,1,PLAN_A,2025-03-15,2024-11-14 05:46:12.682,PayPal,Standard Subscription,Monthly,12.99,Active,2025-04-15,1
CUST_00878,10,3,7,East Jeffrey,1,10,CODE_NEWSPAPER,3,Debit Card,2024-01-29 00:02:00.000,2025-03-15 18:31:43.903,134.32,4598.139999999999,7,35851.61,31387.79,3138.78,31253.47,459.81,70.0,76,487,49,16,1,PLAN_B,2024-10-31,2025-01-18 13:27:21.110,PayPal,Premium Subscription,Annual,119.99,Active,2025-10-31,0
CUST_00879,3,0,3,East Robertside,1,3,CODE_AVOID,2,PayPal,2024-12-24 00:04:00.000,2024-12-24 00:09:00.000,61.2,1107.97,2,10467.02,9420.25,3140.08,9359.05,369.32,66.67,157,157,52,5,1,PLAN_A,2024-10-02,2024-02-23 21:35:55.196,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-11-02,1
CUST_00880,7,1,6,Belindaport,1,7,CODE_ACTUALLY,3,Debit Card,2025-04-11 00:02:00.000,2025-04-26 19:27:54.425,112.9,864.38,6,10051.36,9299.88,1328.55,9186.98,123.48,85.71,34,49,7,2,4,PLAN_A,2024-10-04,2025-03-19 04:01:00.369,PayPal,Standard Subscription,Monthly,12.99,Active,2024-11-04,1
CUST_00881,8,8,0,Belindaport,1,6,CODE_BALL,3,Credit Card,2025-02-08 00:03:00.000,2025-02-08 00:09:00.000,118.25,1461.53,7,15923.78,14580.5,1822.56,14462.25,182.69,87.5,111,111,14,4,2,PLAN_A,2025-03-03,2024-05-12 09:54:46.443,PayPal,Standard Subscription,Monthly,12.99,Active,2025-04-03,1
CUST_00882,5,0,5,West Donald,1,4,CODE_DIFFERENT,2,Debit Card,2024-08-16 00:01:00.000,2025-01-13 03:45:48.180,88.08,2920.26,4,23268.63,20436.45,4087.29,20348.37,584.05,80.0,137,287,57,10,0,PLAN_A,2025-03-23,2024-11-17 11:00:57.077,Credit Card,Standard Subscription,Monthly,12.99,Active,2025-04-23,1
CUST_00883,3,0,3,Belindaport,1,3,CODE_SAVE,2,Debit Card,2025-05-01 00:01:00.000,2025-05-01 00:06:00.000,55.35,399.57,2,3554.79,3210.57,1070.19,3155.2200000000003,133.19,66.67,29,29,10,1,3,PLAN_A,2024-02-18,2024-03-18 11:24:09.302,PayPal,Standard Subscription,Monthly,12.99,Active,2024-03-18,1
CUST_00884,3,1,2,Lake Diana,1,3,CODE_FLOOR,3,Credit Card,2024-09-21 09:24:36.865,2024-12-17 23:44:15.121,66.22,88.39,1,5587.700000000001,5565.53,1855.18,5499.31,29.46,33.33,163,251,84,8,0,PLAN_B,2024-05-23,2024-11-13 06:43:19.077,PayPal,Premium Subscription,Annual,119.99,Active,2025-05-23,1
CUST_00885,3,2,1,Mariostad,1,3,CODE_CASE,3,Credit Card,2024-09-14 10:30:08.319,2024-12-21 18:57:54.917,35.88,1612.67,3,12314.239999999998,10737.45,3579.15,10701.57,537.56,100.0,160,258,86,9,0,PLAN_B,2024-10-23,2025-03-21 22:18:45.813,PayPal,Premium Subscription,Annual,119.99,Active,2025-10-23,0
CUST_00886,13,1,12,North Williamville,1,10,CODE_FLOOR,3,PayPal,2024-12-10 00:01:00.000,2025-04-16 20:50:51.507,213.11,4660.88,10,39546.29,35098.52,2699.89,34885.41,358.53,76.92,44,171,13,6,2,PLAN_A,2024-02-05,2024-03-12 17:05:34.097,PayPal,Standard Subscription,Monthly,12.99,Active,2024-03-05,1
CUST_00887,11,4,7,Port Traceytown,1,10,CODE_MODEL,3,Credit Card,2024-06-27 00:01:00.000,2025-04-07 00:05:37.873,168.89,1333.92,7,20168.99,19003.96,1727.63,18835.07,121.27,63.64,53,337,31,11,1,PLAN_B,2025-04-30,2024-03-01 02:52:12.341,Credit Card,Premium Subscription,Annual,119.99,Active,2026-04-30,0
CUST_00888,5,0,5,Martinezshire,1,3,CODE_MODEL,3,Debit Card,2024-04-16 00:01:00.000,2025-03-24 05:02:53.771,92.1,882.24,3,9465.79,8675.650000000001,1735.13,8583.550000000001,176.45,60.0,67,409,82,14,0,PLAN_B,2024-12-08,2024-12-08 00:40:08.602,PayPal,Premium Subscription,Annual,119.99,Active,2025-12-08,0
CUST_00889,11,4,7,Port Jenniferport,1,8,CODE_ACTUALLY,3,Credit Card,2024-04-03 00:03:00.000,2025-05-07 14:23:52.763,155.63,1820.81,5,29355.53,27690.35,2517.3,27534.72,165.53,45.45,23,422,38,14,1,PLAN_A,2024-04-22,2025-05-09 08:29:53.921,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-05-22,1
CUST_00890,5,1,4,West Rachel,1,4,CODE_CASE,2,Debit Card,2024-09-20 10:25:09.848,2025-04-28 00:56:36.083,75.65,591.06,4,6789.37,6273.96,1254.79,6198.31,118.21,80.0,32,252,50,8,1,PLAN_A,2024-11-22,2025-02-27 08:15:40.523,PayPal,Standard Subscription,Monthly,12.99,Active,2024-12-22,1
CUST_00891,2,0,2,Evansville,1,2,CODE_MODEL,2,Credit Card,2025-05-22 00:02:00.000,2025-05-22 00:09:00.000,39.13,30.98,1,1623.73,1631.88,815.94,1592.75,15.49,50.0,8,8,4,0,2,PLAN_A,2025-04-30,2024-10-31 05:25:08.749,Credit Card,Standard Subscription,Monthly,12.99,Active,2025-05-30,1
CUST_00892,6,2,4,Lake Michaelchester,1,5,CODE_AVOID,2,Credit Card,2024-01-28 00:05:00.000,2024-09-16 20:12:39.213,102.09,1415.51,4,19944.04,18630.62,3105.1,18528.53,235.92,66.67,256,488,81,16,0,PLAN_B,2024-09-28,2024-09-19 17:01:56.806,PayPal,Premium Subscription,Annual,119.99,Active,2025-09-28,0
CUST_00893,7,1,6,Lake Michaelchester,1,5,CODE_SAVE,3,Debit Card,2025-01-31 00:04:00.000,2025-03-29 23:16:25.219,127.73,1937.96,4,23802.54,21992.31,3141.76,21864.58,276.85,57.14,62,119,17,4,2,PLAN_A,2025-01-03,2024-09-29 13:27:53.712,Credit Card,Standard Subscription,Monthly,12.99,Active,2025-02-03,1
CUST_00894,3,3,0,East Carolynborough,1,3,CODE_SAVE,2,PayPal,2025-01-05 12:57:03.054,2025-05-18 09:40:42.137,51.83,288.23,3,2829.32,2592.92,864.31,2541.09,96.08,100.0,12,145,48,5,1,PLAN_A,2024-12-19,2025-04-02 17:51:07.844,Credit Card,Standard Subscription,Monthly,12.99,Active,2025-01-19,1
CUST_00895,3,0,3,East Robertside,1,3,CODE_CASE,2,Credit Card,2024-10-14 00:02:00.000,2025-04-25 16:36:37.432,45.2,809.1099999999999,3,7233.19,6469.28,2156.43,6424.08,269.7,100.0,35,228,76,8,0,PLAN_A,2025-05-30,2025-02-09 15:07:44.001,PayPal,Standard Subscription,Monthly,12.99,Active,2025-06-30,0
CUST_00896,5,0,5,Hallville,1,5,CODE_BALL,3,Debit Card,2024-08-06 00:06:00.000,2025-02-27 03:03:01.263,92.45,1065.27,3,9090.13,8117.31,1623.46,8024.860000000001,213.05,60.0,92,297,59,10,0,PLAN_A,2025-04-02,2024-04-23 23:15:04.599,Credit Card,Standard Subscription,Monthly,12.99,Active,2025-05-02,1
CUST_00897,2,0,2,New Danielleside,1,2,CODE_RESEARCH,2,Credit Card,2025-01-07 00:01:00.000,2025-01-07 00:07:00.000,40.74,234.42,1,2497.85,2304.17,1152.08,2263.4300000000003,117.21,50.0,143,143,72,5,0,PLAN_A,2024-10-24,2024-03-05 17:20:22.239,PayPal,Standard Subscription,Monthly,12.99,Active,2024-11-24,1
CUST_00898,6,0,6,Lake Diana,1,5,CODE_ACTUALLY,3,Credit Card,2025-05-26 00:01:00.000,2025-05-26 00:06:00.000,89.07,1437.32,5,17127.93,15779.68,2629.95,15690.61,239.55,83.33,4,4,1,0,6,PLAN_B,2025-04-01,2024-12-14 13:29:18.887,PayPal,Premium Subscription,Annual,119.99,Active,2026-04-01,0
CUST_00899,8,2,6,Belindaport,1,6,CODE_THOSE,3,Credit Card,2024-12-10 00:02:00.000,2025-03-06 11:20:29.149,88.39,909.91,5,15409.84,14588.32,1823.54,14499.93,113.74,62.5,85,171,21,6,1,PLAN_B,2025-01-17,2025-03-13 14:05:20.658,Credit Card,Premium Subscription,Annual,119.99,Active,2026-01-17,0
CUST_00900,3,1,2,Lake Alexanderchester,1,3,CODE_FLOOR,2,Credit Card,2024-09-21 00:09:00.000,2025-03-26 16:37:36.060,31.79,1046.0,3,8222.82,7208.610000000001,2402.87,7176.820000000001,348.67,100.0,65,251,84,8,0,PLAN_B,2024-12-07,2024-11-22 02:12:19.041,PayPal,Premium Subscription,Annual,119.99,Active,2025-12-07,0
CUST_00901,10,7,3,Port Jenniferport,1,6,CODE_RISK,2,PayPal,2024-04-27 00:01:00.000,2025-03-10 04:53:46.775,118.19,2002.18,7,21000.44,19116.45,1911.64,18998.26,200.22,70.0,81,398,40,13,1,PLAN_A,2025-02-25,2024-04-11 11:03:50.425,PayPal,Standard Subscription,Monthly,12.99,Active,2025-03-25,1
CUST_00902,6,3,3,Schaeferview,1,5,CODE_CASE,2,Debit Card,2024-02-17 00:05:00.000,2025-05-21 13:22:32.540,80.39,1536.06,4,12749.75,11294.08,1882.35,11213.69,256.01,66.67,9,468,78,16,0,PLAN_B,2024-06-14,2024-03-26 11:24:26.068,PayPal,Premium Subscription,Annual,119.99,Active,2025-06-14,0
CUST_00903,3,1,2,North Johnnyland,1,3,CODE_CASE,3,Credit Card,2024-07-29 00:07:00.000,2025-05-25 12:07:18.070,64.87,773.39,2,7602.33,6893.81,2297.94,6828.94,257.8,66.67,5,305,102,10,0,PLAN_B,2024-01-12,2024-04-24 22:10:56.298,PayPal,Premium Subscription,Annual,119.99,Active,2025-01-12,1
CUST_00904,10,0,10,North Johnnyland,1,9,CODE_ACTUALLY,3,PayPal,2024-12-26 00:02:00.000,2025-05-22 16:53:38.625,179.39,1465.72,6,22336.78,21050.45,2105.04,20871.06,146.57,60.0,8,155,16,5,2,PLAN_A,2024-09-17,2024-09-04 04:51:07.477,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-10-17,1
CUST_00905,3,0,3,Brucehaven,1,3,CODE_HIM,2,PayPal,2025-03-04 00:01:00.000,2025-03-04 00:09:00.000,58.73,1103.6,2,11784.24,10739.37,3579.79,10680.64,367.87,66.67,87,87,29,3,1,PLAN_B,2025-04-25,2025-02-25 15:17:27.914,Credit Card,Premium Subscription,Annual,119.99,Active,2026-04-25,0
CUST_00906,5,0,5,Melissaland,1,4,CODE_BALL,2,Debit Card,2025-03-21 00:05:00.000,2025-04-08 20:58:36.533,66.78,1490.0,5,9070.21,7646.99,1529.4,7580.21,298.0,100.0,52,70,14,2,2,PLAN_A,2025-02-17,2024-01-27 07:54:59.223,Credit Card,Standard Subscription,Monthly,12.99,Active,2025-03-17,1
CUST_00907,6,6,0,North Helenville,1,5,CODE_BALL,2,Debit Card,2025-04-12 00:01:00.000,2025-04-12 00:08:00.000,88.99,1105.28,4,18619.66,17603.37,2933.9,17514.379999999997,184.21,66.67,48,48,8,2,3,PLAN_B,2024-05-10,2024-04-16 22:27:37.668,PayPal,Premium Subscription,Annual,119.99,Active,2025-05-10,1
CUST_00908,3,0,3,Brittanymouth,1,3,CODE_YOUR,2,Credit Card,2025-01-06 00:01:00.000,2025-01-06 00:04:00.000,50.31,230.76,1,7861.12,7680.67,2560.22,7630.36,76.92,33.33,144,144,48,5,1,PLAN_B,2024-09-19,2024-08-21 02:59:47.840,Credit Card,Premium Subscription,Annual,119.99,Active,2025-09-19,0
CUST_00909,7,0,7,Brucehaven,1,7,CODE_CASE,3,Credit Card,2024-08-16 00:02:00.000,2025-01-06 12:22:10.177,103.96,1932.71,6,30387.99,28559.24,4079.89,28455.28,276.1,85.71,144,287,41,10,1,PLAN_A,2025-04-06,2024-03-28 00:09:36.966,PayPal,Standard Subscription,Monthly,12.99,Active,2025-05-06,1
CUST_00910,4,0,4,West Clintonberg,1,3,CODE_DIFFERENT,2,Credit Card,2025-05-06 00:02:00.000,2025-05-06 00:06:00.000,56.03999999999999,643.75,2,6451.94,5864.23,1466.06,5808.19,160.94,50.0,24,24,6,1,4,PLAN_A,2025-01-16,2024-05-07 01:40:59.568,Credit Card,Standard Subscription,Monthly,12.99,Active,2025-02-16,1
CUST_00911,6,1,5,East Robertside,1,6,CODE_RISK,3,Credit Card,2024-07-11 00:02:00.000,2025-05-26 12:01:22.277,103.51,228.79,3,3830.61,3705.33,617.55,3601.82,38.13,50.0,4,323,54,11,1,PLAN_A,2024-11-11,2025-04-20 16:13:29.354,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-12-11,1
CUST_00912,9,1,8,Floresfort,1,6,CODE_SHOULDER,3,Credit Card,2024-10-07 00:06:00.000,2025-05-05 05:42:59.948,131.05,3178.57,8,30521.49,27473.97,3052.66,27342.92,353.17,88.89,25,235,26,8,1,PLAN_A,2024-03-07,2024-09-11 23:12:17.331,PayPal,Standard Subscription,Monthly,12.99,Active,2024-04-07,1
CUST_00913,3,0,3,Johnsonstad,1,3,CODE_FLOOR,1,PayPal,2024-08-01 00:07:00.000,2024-09-09 00:03:27.279,52.05,1781.63,2,14608.18,12878.6,4292.87,12826.55,593.88,66.67,263,302,101,10,0,PLAN_A,2024-11-10,2024-11-09 00:55:14.469,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-12-10,1
CUST_00914,6,6,0,New Danielleside,1,5,CODE_COLD,3,PayPal,2025-03-01 00:02:00.000,2025-04-12 04:57:05.788,87.7,1369.43,4,14873.7,13591.97,2265.33,13504.27,228.24,66.67,48,90,15,3,2,PLAN_B,2025-03-02,2025-01-10 01:49:45.177,Credit Card,Premium Subscription,Annual,119.99,Active,2026-03-02,0
CUST_00915,4,0,4,Alecchester,1,3,,2,Credit Card,2024-12-09 07:23:03.211,2025-04-08 23:00:26.238,79.76,0.0,0,5020.54,5100.3,1275.07,5020.54,0.0,0.0,52,172,43,6,1,PLAN_B,2025-01-17,2025-03-23 05:40:06.682,Credit Card,Premium Subscription,Annual,119.99,Active,2026-01-17,0
